1785024000000000,64375.01000000,64375.01000000,64362.84000000,64362.84000000,1.88925000,1785024059999999,121607.65650690,877,0.37019000,23827.77449470,0
1785024060000000,64362.84000000,64362.85000000,64356.00000000,64356.01000000,1.39591000,1785024119999999,89839.23292640,792,0.25575000,16459.57078820,0
1785024120000000,64356.00000000,64384.35000000,64350.00000000,64374.24000000,43.99978000,1785024179999999,2831959.13128080,1828,41.66355000,2681610.68202540,0
1785024180000000,64374.25000000,64374.25000000,64374.15000000,64374.15000000,4.68428000,1785024239999999,301546.86452350,227,0.29794000,19179.64642210,0
1785024240000000,64374.16000000,64387.99000000,64374.15000000,64387.98000000,1.48949000,1785024299999999,95890.19111070,397,1.29923000,83641.80423810,0
1785024300000000,64387.99000000,64392.49000000,64387.98000000,64392.49000000,0.65214000,1785024359999999,41990.37963110,224,0.48712000,31365.07377650,0
1785024360000000,64392.49000000,64413.00000000,64392.48000000,64412.99000000,2.87951000,1785024419999999,185434.83258530,833,2.07533000,133651.32730200,0
1785024420000000,64413.00000000,64433.00000000,64412.99000000,64432.99000000,1.94900000,1785024479999999,125564.92042650,874,1.36947000,88229.12443490,0
1785024480000000,64433.00000000,64433.00000000,64432.99000000,64433.00000000,1.08066000,1785024539999999,69630.16456200,98,0.95886000,61782.22638000,0
1785024540000000,64433.00000000,64433.00000000,64422.78000000,64422.79000000,4.10074000,1785024599999999,264207.31883010,1245,0.20633000,13293.36549380,0
1785024600000000,64422.78000000,64422.79000000,64400.00000000,64400.01000000,4.16741000,1785024659999999,268438.24840240,1080,2.97830000,191848.03878780,0
1785024660000000,64400.01000000,64422.99000000,64400.01000000,64422.99000000,1.36356000,1785024719999999,87832.80698520,847,1.21977000,78569.80028230,0
1785024720000000,64422.99000000,64427.66000000,64422.99000000,64427.66000000,0.62135000,1785024779999999,40030.79087390,243,0.35265000,22719.42741710,0
1785024780000000,64427.66000000,64434.00000000,64427.65000000,64434.00000000,3.13903000,1785024839999999,202254.99486650,453,1.01895000,65651.81599870,0
1785024840000000,64433.99000000,64434.00000000,64433.99000000,64433.99000000,0.34201000,1785024899999999,22037.07177810,92,0.28582000,18416.52588000,0
1785024900000000,64433.99000000,64434.00000000,64431.67000000,64432.01000000,1.23640000,1785024959999999,79664.98187240,504,0.19517000,12575.39151660,0
1785024960000000,64432.01000000,64432.17000000,64432.00000000,64432.17000000,0.53760000,1785025019999999,34638.69361930,226,0.32563000,20981.02884810,0
1785025020000000,64432.16000000,64432.17000000,64423.91000000,64423.92000000,5.43599000,1785025079999999,350245.20954750,590,0.29026000,18702.02141440,0
1785025080000000,64423.91000000,64423.92000000,64423.91000000,64423.92000000,1.79024000,1785025139999999,115334.26778730,264,0.71489000,46056.01616880,0
1785025140000000,64423.91000000,64426.40000000,64423.91000000,64423.93000000,1.92116000,1785025199999999,123770.60763560,531,1.25873000,81092.89412860,0
1785025200000000,64423.92000000,64432.28000000,64420.01000000,64432.28000000,0.83685000,1785025259999999,53913.09614430,752,0.51873000,33418.87354090,0
1785025260000000,64432.28000000,64434.00000000,64432.27000000,64433.99000000,2.96757000,1785025319999999,191207.33063180,249,0.66298000,42717.36399890,0
1785025320000000,64434.00000000,64445.99000000,64433.99000000,64445.98000000,2.41204000,1785025379999999,155432.70690850,492,1.96517000,126638.01209040,0
1785025380000000,64445.99000000,64445.99000000,64442.81000000,64442.81000000,1.07348000,1785025439999999,69181.38820300,499,0.28285000,18228.53145310,0
1785025440000000,64442.81000000,64460.00000000,64442.81000000,64460.00000000,1.66327000,1785025499999999,107196.39671210,721,1.52360000,98195.33288320,0
1785025500000000,64459.99000000,64474.97000000,64459.32000000,64459.32000000,81.78477000,1785025559999999,5272742.94204560,2818,68.48199000,4415074.91992600,0
1785025560000000,64459.33000000,64459.33000000,64459.32000000,64459.33000000,0.94102000,1785025619999999,60657.51745490,144,0.81485000,52524.68505050,0
1785025620000000,64459.33000000,64486.00000000,64459.32000000,64485.99000000,3.68851000,1785025679999999,237838.12832590,1072,3.56051000,229584.04639650,0
1785025680000000,64485.99000000,64486.00000000,64478.00000000,64478.00000000,4.09996000,1785025739999999,264377.74212910,1061,0.36318000,23418.37514370,0
1785025740000000,64478.00000000,64478.01000000,64474.86000000,64474.87000000,1.56181000,1785025799999999,100701.37892120,439,0.93018000,59975.72639140,0
1785025800000000,64474.86000000,64474.87000000,64452.00000000,64452.01000000,1.55096000,1785025859999999,99977.04505110,1221,0.39332000,25353.61945520,0
1785025860000000,64452.01000000,64459.75000000,64452.00000000,64459.75000000,1.12366000,1785025919999999,72427.23655620,525,1.00578000,64828.79379290,0
1785025920000000,64459.74000000,64482.00000000,64459.74000000,64482.00000000,2.13002000,1785025979999999,137334.82528020,843,2.01885000,130166.65992210,0
1785025980000000,64481.99000000,64482.00000000,64470.92000000,64470.93000000,1.42573000,1785026039999999,91926.91375500,780,0.30117000,19418.59115390,0
1785026040000000,64470.93000000,64470.93000000,64458.38000000,64458.38000000,4.02368000,1785026099999999,259382.60101820,828,3.40885000,219748.26586050,0
1785026100000000,64458.38000000,64458.38000000,64449.01000000,64449.53000000,4.38330000,1785026159999999,282507.35055430,763,2.66420000,171706.42753820,0
1785026160000000,64449.54000000,64451.52000000,64449.53000000,64451.52000000,0.89371000,1785026219999999,57599.21199250,369,0.63873000,41165.85907190,0
1785026220000000,64451.51000000,64451.52000000,64451.51000000,64451.52000000,0.36789000,1785026279999999,23711.06855120,139,0.25373000,16353.28416960,0
1785026280000000,64451.51000000,64452.00000000,64451.51000000,64452.00000000,2.35187000,1785026339999999,151581.78491570,253,2.19135000,141235.97528410,0
1785026340000000,64452.00000000,64452.00000000,64418.00000000,64419.78000000,8.38538000,1785026399999999,540291.39275900,1460,0.18438000,11882.74454630,0
1785026400000000,64419.77000000,64419.78000000,64419.77000000,64419.77000000,0.73301000,1785026459999999,47220.34162650,183,0.60188000,38772.97718640,0
1785026460000000,64419.77000000,64419.78000000,64416.11000000,64416.11000000,0.77570000,1785026519999999,49969.91058110,255,0.44854000,28894.70080620,0
1785026520000000,64416.12000000,64416.64000000,64414.05000000,64416.63000000,1.50907000,1785026579999999,97206.41907600,516,1.25180000,80634.23552550,0
1785026580000000,64416.63000000,64423.89000000,64416.63000000,64423.89000000,2.69874000,1785026639999999,173853.09081240,269,1.67279000,107760.93129140,0
1785026640000000,64423.88000000,64423.89000000,64423.88000000,64423.89000000,0.62276000,1785026699999999,40120.61803340,178,0.25246000,16264.45526940,0
1785026700000000,64423.88000000,64423.89000000,64406.00000000,64408.58000000,9.14712000,1785026759999999,589238.81857760,962,3.25999000,210002.27177050,0
1785026760000000,64408.59000000,64420.00000000,64408.58000000,64420.00000000,1.27063000,1785026819999999,81843.42996270,593,1.04060000,67026.31896450,0
1785026820000000,64419.99000000,64423.99000000,64419.99000000,64423.98000000,1.28210000,1785026879999999,82597.71503570,218,0.31035000,19993.84745240,0
1785026880000000,64423.99000000,64426.00000000,64423.98000000,64426.00000000,1.50099000,1785026939999999,96699.88950030,430,1.41663000,91265.06756060,0
1785026940000000,64425.99000000,64432.99000000,64425.99000000,64426.45000000,0.65735000,1785026999999999,42353.74018180,665,0.38056000,24519.68449450,0
1785027000000000,64426.46000000,64432.86000000,64426.45000000,64432.86000000,0.48930000,1785027059999999,31525.23777660,307,0.39411000,25392.27286510,0
1785027060000000,64432.86000000,64442.00000000,64432.85000000,64442.00000000,0.64687000,1785027119999999,41681.99945090,721,0.53003000,34153.20223880,0
1785027120000000,64442.00000000,64445.99000000,64442.00000000,64445.98000000,0.50236000,1785027179999999,32374.22148600,399,0.37098000,23907.54884840,0
