1784851200000000,65098.98000000,65113.86000000,65095.00000000,65095.00000000,7.88054000,1784851259999999,513037.94691930,1243,1.12440000,73198.88907140,0
1784851260000000,65095.01000000,65095.01000000,65058.00000000,65061.18000000,9.28511000,1784851319999999,604241.13394720,2259,4.02063000,261611.50322370,0
1784851320000000,65061.17000000,65108.00000000,65061.17000000,65077.59000000,4.01821000,1784851379999999,261513.34607950,2477,2.37388000,154477.85202370,0
1784851380000000,65077.58000000,65077.58000000,65045.15000000,65045.15000000,8.81122000,1784851439999999,573202.02777040,1091,0.37738000,24555.68133860,0
1784851440000000,65045.15000000,65045.16000000,65017.95000000,65029.99000000,7.46921000,1784851499999999,485738.04211910,1794,2.94109000,191263.09742580,0
1784851500000000,65029.99000000,65030.00000000,64952.41000000,64952.41000000,20.67319000,1784851559999999,1343598.02619500,3296,2.00914000,130571.32047270,0
1784851560000000,64952.42000000,65015.46000000,64952.42000000,65015.46000000,8.33477000,1784851619999999,541671.86565450,2316,4.80412000,312218.31203510,0
1784851620000000,65015.46000000,65015.46000000,64990.00000000,64990.01000000,2.42181000,1784851679999999,157417.17042600,866,0.98396000,63952.81494490,0
1784851680000000,64990.01000000,64990.01000000,64966.00000000,64972.72000000,6.81296000,1784851739999999,442691.79580430,1020,0.71776000,46632.79193320,0
1784851740000000,64972.73000000,64972.73000000,64938.01000000,64944.02000000,6.96934000,1784851799999999,452691.67778650,1371,1.31067000,85118.25956830,0
1784851800000000,64944.03000000,64966.36000000,64901.01000000,64908.05000000,12.26797000,1784851859999999,796742.35592460,2538,2.86029000,185750.93982430,0
1784851860000000,64908.05000000,64912.02000000,64894.84000000,64912.02000000,3.48082000,1784851919999999,225919.45225670,1225,2.05414000,133325.03149100,0
1784851920000000,64912.01000000,64940.00000000,64908.00000000,64940.00000000,4.65516000,1784851979999999,302190.03252570,1246,2.75562000,178888.23357560,0
1784851980000000,64940.00000000,64951.73000000,64937.12000000,64951.73000000,3.30379000,1784852039999999,214561.43993640,1174,1.84880000,120064.10062910,0
1784852040000000,64951.73000000,64951.73000000,64934.67000000,64934.67000000,1.89766000,1784852099999999,123236.25691570,844,0.24636000,15997.77165110,0
1784852100000000,64934.68000000,64946.93000000,64934.67000000,64940.00000000,3.10170000,1784852159999999,201421.63804560,796,2.17906000,141501.08572010,0
1784852160000000,64940.00000000,64940.00000000,64936.23000000,64937.09000000,1.07159000,1784852219999999,69586.08232830,424,0.30035000,19503.71032410,0
1784852220000000,64937.09000000,64950.00000000,64923.24000000,64923.25000000,2.49670000,1784852279999999,162130.72254330,1575,1.15735000,75156.68427780,0
1784852280000000,64923.24000000,64949.45000000,64907.07000000,64949.44000000,7.84475000,1784852339999999,509269.05084540,1640,2.20688000,143284.40130770,0
1784852340000000,64949.45000000,64950.00000000,64930.01000000,64930.01000000,1.66443000,1784852399999999,108092.05694890,993,0.28620000,18586.78042430,0
1784852400000000,64930.01000000,64930.01000000,64912.00000000,64928.48000000,3.47958000,1784852459999999,225881.42291200,1106,2.60343000,169001.23216720,0
